,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other
2026-01-01 00:00:00+00:00,0.5689431304336905,736.6625591425278,276.3012308573678,83.57128834576997,108.33483186681846,10.706251542337721,0.3079726849893502,1.0584354419675026,0.0,17.334843709186984,41.41397403358496,66.68118082456394,110.28968996464093,5.490018750921137,23.848810035284522,7.749251392156914,0.0,0.0,128.7207182774487
2026-01-01 01:00:00+00:00,0.5044958143068671,763.2159122742544,300.58300664134606,82.80826215027673,92.96260989887175,19.94917131712878,0.30560020963030676,1.0424132416210476,4.14504143475572,22.033594861784657,37.545610928362684,65.67521108056484,106.6261625962438,5.394892288997322,24.36585493818024,7.678509751638438,0.0,0.0,149.09365057203638
2026-01-01 02:00:00+00:00,0.25404790022106727,675.3189199987631,278.11392433167117,69.94710123858013,40.5737274612239,10.75202602470417,0.3082005705881337,1.022456099220964,0.0,23.206788749409917,31.529827689969306,61.834658380348685,96.04685131802736,5.333023476695377,22.84239886042949,8.14938065135963,0.0,0.0,155.76666724878794
2026-01-01 03:00:00+00:00,0.02939436472005597,108.78704350035066,45.495887585625084,11.394302110642553,6.748926849768682,1.7815646158654461,0.04873400439211944,0.16119652923551114,0.0006593206715074912,5.345816714750217,4.953169256604401,9.625947460818393,15.917869415492122,0.8426250693596619,3.495760598417388,1.3087672971398245,0.0,0.0,23.472335306146473
2026-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00+00:00,0.01633964810282177,210.34352310944342,86.35254885613986,22.365819387810443,11.194544685539709,3.462334121687869,0.08808990146938814,0.2900856027886483,0.00453358275844246,15.555683988934769,9.691097606644755,16.786451869441052,35.256614801329015,1.8047557928284115,5.681105218466534,2.329257341370926,0.0,0.0,45.51721448524392
2026-01-01 06:00:00+00:00,0.004123154378910913,656.8909013052786,205.99602726334058,68.3535264240451,28.384588688655217,10.755654071492678,0.29086429010811327,0.9712819109551821,0.0072280563063841724,32.06296794179714,31.250908731427703,54.85626294860858,94.97842365043894,5.040762876204293,17.317138611450865,7.8933826193535825,0.0,0.0,133.03595745615837
2026-01-01 07:00:00+00:00,7.8631848771771375,651.9753889554734,119.90277512344892,66.33538213183321,26.699088712820604,10.818924257216208,0.3164566393193183,1.0504136447251702,2.7313287853401943e-05,8.522465276498538,33.60098276266933,60.45300640910043,74.9534204603616,5.53122569848841,14.473644535671937,8.608073062564817,0.0,0.0,73.36554013934305
2026-01-01 08:00:00+00:00,25.723119914051782,351.82729932491355,69.90715546662122,36.49103995107386,8.036673313853946,6.240281024761613,0.1748263490588642,0.5713009413429001,0.41510548314215107,5.764211004757493,19.684361182166533,34.08189190519326,40.2464878006073,3.0262951879221562,7.839310212554054,4.436884406510715,0.0,0.0,36.79375653146854
2026-01-01 09:00:00+00:00,22.691438440811417,159.11169470560364,28.161726449339127,16.68284482291489,2.863512216508906,2.950249502547888,0.08220123500620788,0.2674598169902837,0.0,1.2106779621558144,9.436446636415281,15.783030625373817,17.98634190165618,1.419483424270599,3.1104124742223456,2.0414842775997215,0.0,0.0,11.49565593083077
