,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other
2026-01-01 00:00:00+00:00,0.053054672515892146,509.8380688103367,412.6395079825435,69.42536397192862,9.761651224052786,14.046464132110916,0.16629916893589639,0.545608491394242,0.032024166751034325,200.5635721247171,22.36272825415062,33.23858332398275,191.38121115784674,2.890031118347157,25.961112721081612,4.184442741847694,0.0,0.0,136.05863113625915
2026-01-01 01:00:00+00:00,0.053392873699836044,524.2673276835998,429.55806649246637,74.93341407979486,17.171492273299744,23.362027566623837,0.15304012224017174,0.5023921779809835,4.181925262126294,195.54742163143456,18.802293666649096,30.863941593891894,202.51317781972563,2.655703368340436,23.61111137736154,3.8452855527640946,0.0,0.0,131.90798645800072
2026-01-01 02:00:00+00:00,0.04553834492571642,567.870033372565,458.7852982005763,71.61371792849553,3.33945243969636,12.260972651616157,0.1773629353627027,0.579969749791319,0.03345330023165071,216.0695963025357,18.144751581418685,34.777648257856704,178.02643578955065,3.0648071635578895,27.82062766383949,4.689796877906263,0.0,0.0,142.33696081939388
2026-01-01 03:00:00+00:00,0.026170990790665663,344.4424612726852,286.08656376091403,39.55349629094854,0.6455214575355748,6.44069286561418,0.09830715284230615,0.32191842391156184,0.022019223458628265,137.04533831899255,9.991626447211475,19.15724688268533,101.69053989298001,1.6987554581409405,16.239225250709584,2.640070076731513,0.0,0.0,81.07813078222091
2026-01-01 04:00:00+00:00,0.019157411968561286,261.9347853751101,204.39894535010473,30.623939547992343,0.4173887982594889,4.923378561811708,0.0765264160284287,0.2503803045578652,0.01808160236134342,94.04801020956386,7.7843703143774015,14.631447136359345,72.34600221389684,1.3232653720936132,9.998508315073533,1.937263298760484,0.0,0.0,49.429412435474404
2026-01-01 05:00:00+00:00,0.03181184014192854,521.8565554289825,332.3367998686901,54.92323544885947,1.3416326540705577,10.765224316447664,0.16500368217627237,0.5452336306946278,0.5061931226155714,161.94959452294833,18.148349434026258,31.49595543784075,118.0153063232355,3.380378680953127,18.50295565711452,4.361619162884876,0.0,0.0,100.24281579403993
2026-01-01 06:00:00+00:00,0.03585550149657286,679.2348305961567,379.76214657209374,67.22695416764537,5.9638911979676505,21.74662788671433,0.22025975594707542,0.7548871039507197,2.8996097188167225,212.83342436387647,23.635965376947563,41.58460647888787,136.35694317809762,3.8058163498218778,23.334565722036523,5.965973541010697,0.0,0.0,125.67433701804713
2026-01-01 07:00:00+00:00,6.886173449486088,684.9574022620163,343.38967322992664,68.0490358652779,7.476402782462981,24.785737429253487,0.23701169049678444,0.8173555055873811,3.664462819093008,197.45748285197428,24.880286114599894,44.50714920251592,124.52672615083137,4.096024985928197,22.336380715356412,6.410520882454148,0.0,0.0,112.59549437582007
2026-01-01 08:00:00+00:00,40.14654241196617,663.9061395970862,268.52913907541415,57.817139281217436,0.4231653253719825,8.842757059149937,0.23858114670025551,0.7762398018491368,34.111318196477946,153.08455267924916,26.729040516766123,46.3044845088607,87.61482109634987,4.116954160055984,28.072616171282952,6.045053308538238,0.0,0.0,145.01935811663407
2026-01-01 09:00:00+00:00,75.13844915988547,559.8879080384306,217.4426494059484,48.41267187460677,0.5584980212325222,7.4173935694299455,0.20574775921843955,0.6691674867000427,0.0,119.92356231541629,23.598318318701494,39.512878032726526,70.587294751737,3.5509935746067813,23.41239666838792,5.108028884046405,0.0,0.0,120.30491852093849
