,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-18 23:00:00+00:00,379.36,6318.54,70.3875,4230.1225,49882.225,0.0,355.3725,329.1425,3761.145,473.8,1151.2425,66951.33749999998,0.0,550.545,56701.94,66951.33749999998,57252.485,9698.852499999979
2026-01-19 00:00:00+00:00,379.3925,6269.1175,70.4025,4099.8575,49919.244999999995,0.0,353.95,387.43,3635.5125,479.3,1043.84,66638.04749999999,0.0,1325.9375,55178.3375,66638.04749999999,56504.275,10133.772499999985
2026-01-19 01:00:00+00:00,379.72249999999997,6158.6425,70.64,4013.1625,49966.4625,0.0,355.595,280.7425,3082.3825,454.45,1006.565,65768.365,0.0,1458.7075,53629.402500000004,65768.365,55088.11,10680.255000000005
2026-01-19 02:00:00+00:00,379.51750000000004,6506.3175,70.6175,3897.7825,50016.575,0.0,354.2375,228.0875,2951.9925,501.1975,968.4124999999999,65874.7375,0.0,1573.905,51690.76,65874.7375,53264.665,12610.072500000002
2026-01-19 03:00:00+00:00,379.8275,6565.5525,70.7075,3701.5325000000003,50044.87,0.0,354.6,167.4725,3089.9049999999997,510.84499999999997,921.745,65807.05750000001,0.0,1982.3774999999998,51524.86,65807.05750000001,53507.2375,12299.820000000007
2026-01-19 04:00:00+00:00,379.8675,6584.46,70.7175,3742.0699999999997,50084.905,0.0,354.0375,227.4325,3039.2775,502.46750000000003,1265.405,66250.64,0.0,1035.175,54385.675,66250.64,55420.850000000006,10829.789999999994
2026-01-19 05:00:00+00:00,382.3675,6898.99,70.545,4136.015,50111.655,0.0,354.26,264.795,2961.1375,517.5525,1717.6100000000001,67414.92749999999,0.0,69.66999999999999,59957.5475,67414.92749999999,60027.2175,7387.709999999992
2026-01-19 06:00:00+00:00,379.805,7756.63,70.8425,4820.047500000001,50102.3125,0.0,353.415,280.5925,2930.78,742.9225,2282.0775000000003,69719.425,1219.9525,0.0,65631.765,70939.3775,65631.765,5307.612500000003
2026-01-19 07:00:00+00:00,387.13,7846.085,70.62,5307.6675,50111.8875,422.1825,351.55,221.755,3235.3999999999996,815.1175,3053.1025,71822.49749999998,3511.245,0.0,68545.985,75333.74249999998,68545.985,6787.757499999978
2026-01-19 08:00:00+00:00,379.01,7749.705,70.4075,5324.7475,50135.3475,1151.0149999999999,351.47249999999997,288.58,3329.855,956.3425,3202.4575,72938.94,3688.0,0.0,69486.82250000001,76626.94,69486.82250000001,7140.117499999993
2026-01-19 09:00:00+00:00,376.3425,7685.1875,70.1925,4679.047500000001,50154.755,2499.4275,350.4775,255.075,3116.745,983.8824999999999,2777.22,72948.3525,1743.4950000000001,0.0,69307.8525,74691.84749999999,69307.8525,5383.994999999995
2026-01-19 10:00:00+00:00,390.98,7430.235,69.8075,4357.6575,50162.115,3589.5699999999997,351.0825,260.40999999999997,2759.5074999999997,982.3924999999999,2180.0299999999997,72533.78749999999,389.885,0.0,69360.4025,72923.67249999999,69360.4025,3563.2699999999895
2026-01-19 11:00:00+00:00,391.16,7470.77,70.225,4226.59,50217.2675,4373.085,348.64,160.0325,2649.31,934.8275,2046.2075,72888.115,127.51000000000002,0.0,69326.3825,73015.625,69326.3825,3689.242499999993
2026-01-19 12:00:00+00:00,388.8625,7152.49,70.4575,4305.1225,50260.322499999995,4463.5725,349.6725,146.11249999999998,2467.375,939.4024999999999,1868.6575,72412.0475,0.0,169.47749999999996,67276.18,72412.0475,67445.65749999999,4966.390000000014
2026-01-19 13:00:00+00:00,387.7925,7638.8724999999995,70.7975,4688.5725,50268.815,3839.065,349.7975,201.8125,2247.9975,1053.8025,2355.1125,73102.43750000001,839.125,0.0,66185.555,73941.56250000001,66185.555,7756.0075000000215
2026-01-19 14:00:00+00:00,387.75,7777.345,70.6775,5047.415,50234.4925,2620.135,351.015,231.14749999999998,2284.425,1072.1875,2844.8925,72921.48250000001,2153.465,0.0,64651.36,75074.94750000001,64651.36,10423.587500000009
2026-01-19 15:00:00+00:00,388.2925,7292.6225,70.645,5323.5975,50244.58,1319.7225,351.09749999999997,203.6875,2681.56,1077.98,3011.5,71965.285,2032.6625,0.0,63621.2475,73997.94750000001,63621.2475,10376.700000000012
2026-01-19 16:00:00+00:00,392.8625,7301.1925,70.7875,5713.1475,50248.1775,407.725,353.1175,260.945,3459.9425,1084.3049999999998,3747.7174999999997,73039.91999999998,3207.59,0.0,65052.895000000004,76247.50999999998,65052.895000000004,11194.614999999976
2026-01-19 17:00:00+00:00,396.3925,7330.887500000001,70.7525,6008.9,50255.98,253.195,353.9175,358.8825,4115.1075,1087.7150000000001,4173.9625,74405.6925,3944.2225000000003,0.0,68825.7375,78349.91500000001,68825.7375,9524.177500000005
2026-01-19 18:00:00+00:00,409.0575,7319.5475,70.6525,6096.5225,50272.91,244.9725,352.1675,402.935,4711.217500000001,1123.45,4112.5725,75116.005,3945.8925,0.0,69075.83499999999,79061.8975,69075.83499999999,9986.062500000015
2026-01-19 19:00:00+00:00,405.175,7712.327499999999,70.65,5778.6975,50292.3925,0.0,353.73,438.525,4884.8150000000005,1123.1625000000001,3342.7250000000004,74402.20000000001,3034.655,0.0,65023.46,77436.85500000001,65023.46,12413.395000000011
2026-01-19 20:00:00+00:00,382.4575,7727.78,70.5825,5120.7725,50300.085,0.0,352.7575,433.10249999999996,4894.73,1122.6550000000002,2365.835,72770.7575,769.5250000000001,0.0,61644.35,73540.2825,61644.35,11895.932500000003
2026-01-19 21:00:00+00:00,382.3875,7318.285,70.56,4688.5475,50318.4025,0.0,353.5475,485.35249999999996,4720.2175,1120.8125,1969.4850000000001,71427.5975,420.925,0.0,61785.95,71848.5225,61785.95,10062.57250000001
2026-01-19 22:00:00+00:00,390.2125,7054.6325,70.44,4595.6425,50328.307499999995,0.0,351.5425,512.385,4496.9875,1110.8925,1736.0625,70647.105,0.0,159.04250000000002,61202.0675,70647.105,61361.11,9285.994999999995
2026-01-19 23:00:00+00:00,413.645,5848.719999999999,70.7575,4496.13,50317.3875,0.0,350.9075,750.77,4543.2125,875.6875,1306.325,68973.5425,0.0,218.5675,58888.0875,68973.5425,59106.655,9866.887499999997
2026-01-20 00:00:00+00:00,403.6575,4252.855,70.6775,4281.1975,50275.54,0.0,350.9875,645.0225,4349.0275,843.3625,1123.0375,66595.36500000002,0.0,672.985,57213.7425,66595.36500000002,57886.7275,8708.637500000019
2026-01-20 01:00:00+00:00,402.35249999999996,4711.535,70.555,3951.6425,50273.2275,0.0,352.3625,640.5274999999999,4286.3825,789.35,898.1775,66376.1125,0.0,1941.6474999999998,55559.2475,66376.1125,57500.895,8875.217500000006
2026-01-20 02:00:00+00:00,384.26,4535.8475,70.5275,3838.53,50261.81,0.0,351.77750000000003,660.345,4415.7875,702.6,822.8375,66044.3225,0.0,2848.0824999999995,53677.815,66044.3225,56525.8975,9518.424999999996
2026-01-20 03:00:00+00:00,385.71500000000003,4425.8125,70.875,3774.5825,50246.6975,0.0,349.6075,831.2525,4417.1975,655.6175000000001,917.9675,66075.32500000001,0.0,2706.285,53506.7275,66075.32500000001,56213.0125,9862.312500000015
2026-01-20 04:00:00+00:00,406.755,4392.7075,70.56,3771.4675,50230.2875,0.0,349.5525,1231.76,4516.6849999999995,805.6424999999999,1450.4,67225.81749999999,0.0,2425.77,56262.880000000005,67225.81749999999,58688.65,8537.167499999989
2026-01-20 05:00:00+00:00,414.35,5193.7825,70.435,4119.515,50255.3625,0.0,348.09000000000003,1349.41,4561.025,951.165,2221.3675,69484.50249999999,0.0,734.7700000000001,61792.1275,69484.50249999999,62526.8975,6957.604999999989
2026-01-20 06:00:00+00:00,421.5,6095.3375,70.4925,4685.047500000001,50349.932499999995,0.0,349.73,1484.25,4775.975,994.66,3038.81,72265.735,767.1824999999999,0.0,67694.45999999999,73032.9175,67694.45999999999,5338.457500000004
2026-01-20 07:00:00+00:00,422.175,6383.5525,70.5125,5388.2875,50391.07,454.4175,348.4625,1498.8475,4849.8175,1018.015,3580.225,74405.38250000002,2513.875,0.0,70425.38,76919.25750000002,70425.38,6493.877500000017
2026-01-20 08:00:00+00:00,415.8575,6762.1625,69.83500000000001,5287.0599999999995,50375.425,1364.385,347.745,1575.2350000000001,4936.1575,1020.7625,3646.6075,75801.2325,2827.5899999999997,0.0,70960.36,78628.8225,70960.36,7668.462499999994
2026-01-20 09:00:00+00:00,412.7975,6437.535,70.005,4997.455,50378.43,3268.7,347.5875,1612.6725,4976.4775,992.64,3521.1025,77015.40249999998,2355.005,0.0,70411.98,79370.40749999999,70411.98,8958.42749999999
2026-01-20 10:00:00+00:00,413.93,6128.8,70.0725,4492.21,50338.795,5254.195,347.01,1650.515,5136.1825,849.935,2831.2225,77512.8675,0.0,110.3375,69805.46,77512.8675,69915.7975,7597.069999999992
2026-01-20 11:00:00+00:00,414.585,5467.5875,70.08500000000001,4186.764999999999,50285.097499999996,6658.635,346.58500000000004,1727.31,5609.1975,774.3900000000001,2483.545,78023.78249999999,0.0,1352.475,69544.5175,78023.78249999999,70896.99250000001,7126.789999999979
2026-01-20 12:00:00+00:00,416.2475,5319.5025,69.85499999999999,4087.04,50261.6425,6942.325,346.965,1758.025,6315.2225,744.745,1985.2849999999999,78246.855,0.0,2444.5625,67661.09,78246.855,70105.6525,8141.202499999999
2026-01-20 13:00:00+00:00,417.1175,5571.7775,70.4475,4061.5375,50257.295,6137.355,346.7325,1783.0625,6720.827499999999,784.095,1973.7350000000001,78123.9825,0.0,2695.205,66517.56999999999,78123.9825,69212.775,8911.207500000004
2026-01-20 14:00:00+00:00,415.9,5112.422500000001,70.715,4154.485000000001,49893.5325,4461.785,348.9525,1780.295,7727.8725,795.6125000000001,1724.5525,76486.125,0.0,2735.8450000000003,65343.39,76486.125,68079.235,8406.89
2026-01-20 15:00:00+00:00,417.89250000000004,5172.5575,70.575,4201.9375,49159.4525,2291.9925,351.5775,1788.4925,8491.71,829.4775,1705.625,74481.29,0.0,1715.025,64227.4425,74481.29,65942.4675,8538.822499999995
2026-01-20 16:00:00+00:00,418.78,5418.1275000000005,70.76,4731.7825,49228.2225,558.99,352.225,1758.965,9702.25,960.5174999999999,1909.74,75110.36,335.49,0.0,65963.215,75445.85,65963.215,9482.63500000001
2026-01-20 17:00:00+00:00,420.29,5575.18,70.71000000000001,5636.6125,49343.82,284.72249999999997,352.53499999999997,1679.3700000000001,10654.7425,1015.5775,3162.2625,78195.82250000001,2682.3525,0.0,70169.89,80878.175,70169.89,10708.285000000003
2026-01-20 18:00:00+00:00,423.08,5658.9725,70.63749999999999,5822.7,49709.6075,248.02,353.72,1527.8075,11468.9875,989.9175,3575.4325,79848.88249999999,2352.3650000000002,0.0,70960.25,82201.2475,70960.25,11240.997499999998
2026-01-20 19:00:00+00:00,423.695,5304.1975,70.47,5174.2625,49744.015,0.0,353.14,1624.57,11810.2475,946.0425,2780.86,78231.5,1226.215,0.0,67191.245,79457.715,67191.245,12266.470000000001
2026-01-20 20:00:00+00:00,423.28499999999997,4488.0875,70.0375,4762.5625,50060.735,0.0,349.9675,1563.14,12358.3575,931.485,1674.62,76682.2775,104.41500000000003,0.0,63801.64,76786.69249999999,63801.64,12985.05249999999
2026-01-20 21:00:00+00:00,421.6325,4370.785,70.55,4464.9,50109.525,0.0,349.9,1393.15,13132.95,900.2925,1418.0349999999999,76631.72,0.0,249.23749999999995,63963.835,76631.72,64213.0725,12418.6475
2026-01-20 22:00:00+00:00,421.8025,4066.6150000000002,70.3075,4318.4575,50271.615,0.0,357.33,1323.705,13116.1475,750.9075,1157.545,75854.43250000001,0.0,888.4675000000001,63243.845,75854.43250000001,64132.3125,11722.12000000001
2026-01-20 23:00:00+00:00,422.625,3178.7125,70.505,4313.9675,50150.3975,0.0,352.4025,1134.2425,12669.6525,370.1875,860.635,73523.32749999998,0.0,799.8725,60810.72,73523.32749999998,61610.5925,11912.734999999986
2026-01-21 00:00:00+00:00,420.84,2586.895,70.7225,4162.4225,50121.8725,0.0,353.0675,1278.9075,12133.439999999999,209.515,836.7775,72174.45999999999,0.0,1642.1950000000002,58992.4825,72174.45999999999,60634.6775,11539.782499999994
2026-01-21 01:00:00+00:00,420.4475,2633.9375,70.1825,3851.32,49737.8475,0.0,355.76,1693.1625,12237.74,209.3975,923.5725,72133.36750000001,0.0,2889.5474999999997,57361.415,72133.36750000001,60250.9625,11882.405000000006
2026-01-21 02:00:00+00:00,420.02750000000003,2626.2525,66.995,3633.95,49260.6325,0.0,351.39750000000004,1628.0774999999999,12231.237500000001,216.015,891.065,71325.65,0.0,2841.2625000000003,55270.575,71325.65,58111.837499999994,13213.8125
2026-01-21 03:00:00+00:00,418.23,2570.625,67.0,3514.7725,49001.8875,0.0,342.7175,1544.175,12648.035,216.14,825.38,71148.96250000001,0.0,3121.085,54775.307499999995,71148.96250000001,57896.392499999994,13252.570000000014
2026-01-21 04:00:00+00:00,417.0725,2569.7525,67.02,3566.9775,49656.09,0.0,342.0525,1425.6025,13044.765,232.465,923.315,72245.11249999999,0.0,2715.3075,57100.0925,72245.11249999999,59815.4,12429.712499999987
2026-01-21 05:00:00+00:00,416.75,2565.4875,70.61749999999999,3978.6800000000003,50294.5075,0.0,340.81,1606.54,13614.9375,402.05,1230.2,74520.57999999999,0.0,969.795,62146.67,74520.57999999999,63116.465,11404.11499999999
2026-01-21 06:00:00+00:00,413.8925,3157.2025,70.61,4415.297500000001,50343.9,0.0,341.46000000000004,1785.94,14248.62,482.3575,2019.3,77278.58,671.9350000000001,0.0,67372.9425,77950.515,67372.9425,10577.572499999995
2026-01-21 07:00:00+00:00,412.0625,3357.9049999999997,70.6425,4974.8625,50366.5375,513.2925,338.5525,1781.09,14582.49,560.09,2966.6475,79924.1725,1921.0550000000003,0.0,70281.9725,81845.22750000001,70281.9725,11563.255000000005
2026-01-21 08:00:00+00:00,410.7475,3348.2475,70.4675,5055.4574999999995,50346.840000000004,2052.0225,338.3075,1784.8525,14420.9225,567.9375,2854.7575,81250.56000000001,1462.62,0.0,70208.745,82713.18000000001,70208.745,12504.435000000012
2026-01-21 09:00:00+00:00,403.95500000000004,2869.235,70.32,4205.525,50298.185,4983.195,343.9125,1785.375,14010.6275,416.445,1776.0925,81162.86750000001,294.68499999999995,0.0,68654.6725,81457.5525,68654.6725,12802.880000000005
2026-01-21 10:00:00+00:00,382.565,2763.245,70.58500000000001,3889.41,50080.75,7394.83,349.2675,1787.6725,13494.7,285.6325,1320.2175,81818.875,0.0,1512.615,67836.6975,81818.875,69349.3125,12469.5625
2026-01-21 11:00:00+00:00,409.9275,2476.705,70.58,3812.4300000000003,49820.0225,8445.3325,346.845,1791.27,13024.7475,278.43,1056.5625,81532.8525,0.0,1858.4275,67625.145,81532.8525,69483.57250000001,12049.279999999984
2026-01-21 12:00:00+00:00,411.9625,2443.4875,70.595,3788.1425,49802.229999999996,7950.125,347.6025,1788.9924999999998,12622.0475,282.6925,1040.53,80548.4075,0.0,2283.38,65594.9675,80548.4075,67878.3475,12670.059999999998
2026-01-21 13:00:00+00:00,409.62,2838.5025,70.7825,3892.3575,49867.26,6489.79,348.64,1787.155,12782.89,276.3125,1103.0774999999999,79866.3875,0.0,2721.915,64629.875,79866.3875,67351.79,12514.597500000003
2026-01-21 14:00:00+00:00,411.1775,3018.745,70.52,3967.94,49890.5575,4369.3225,348.53999999999996,1793.7649999999999,13474.432499999999,276.255,1133.26,78754.515,0.0,2624.86,63605.225,78754.515,66230.08499999999,12524.430000000008
2026-01-21 15:00:00+00:00,413.6125,3034.3475,70.595,4097.765,49917.7,1906.5075,349.5675,1794.2150000000001,14499.244999999999,278.2625,1126.4575,77488.275,0.0,2057.805,63096.6175,77488.275,65154.4225,12333.852499999994
2026-01-21 16:00:00+00:00,416.6175,3249.6625,70.7925,4484.865,49753.385,434.86,351.39750000000004,1773.28,15087.355,281.54,1283.81,77187.56499999999,0.0,120.73000000000002,64757.885,77187.56499999999,64878.615000000005,12308.949999999983
2026-01-21 17:00:00+00:00,413.9825,3368.615,70.65,5083.82,50117.36,239.2625,351.52,1676.2625,15136.15,277.655,2119.4025,78854.67999999998,1860.9575000000002,0.0,69109.355,80715.63749999998,69109.355,11606.282499999987
2026-01-21 18:00:00+00:00,417.675,3303.4225,70.6975,5259.95,50164.4525,259.475,353.37,1737.3174999999999,14718.0475,276.9425,2232.88,78794.23000000001,2219.8950000000004,0.0,69706.7625,81014.12500000001,69706.7625,11307.362500000017
2026-01-21 19:00:00+00:00,420.495,2846.1575000000003,70.66499999999999,4750.255,50218.567500000005,0.0,353.12,1694.7575,14047.0225,276.5025,1854.1475,76531.69000000002,1220.1575,0.0,66108.16,77751.84750000002,66108.16,11643.687500000015
2026-01-21 20:00:00+00:00,418.305,2699.8425,70.3275,4226.2475,50204.784999999996,0.0,356.03,1577.0349999999999,13187.574999999999,276.755,1852.4575,74869.36,789.795,0.0,62426.785,75659.155,62426.785,13232.369999999995
2026-01-21 21:00:00+00:00,419.8425,2625.9425,70.405,3956.09,49719.792499999996,0.0,355.46,1638.44,12311.6825,276.8,1993.97,73368.425,374.65250000000003,0.0,61982.45,73743.0775,61982.45,11760.627500000002
2026-01-21 22:00:00+00:00,422.0625,2363.1175000000003,70.10499999999999,3664.4875,49597.582500000004,0.0,353.8675,1681.2575,11920.925,315.815,1870.5,72259.72,0.0,496.76,61305.1275,72259.72,61801.887500000004,10457.832499999997
2026-01-21 23:00:00+00:00,422.9325,2254.6025,70.1125,3531.825,49464.575,0.0,354.15,1546.48,11534.682499999999,356.76,1526.065,71062.185,0.0,1136.5849999999998,59200.8,71062.185,60337.385,10724.799999999996
2026-01-22 00:00:00+00:00,423.055,1984.0875,69.93,3378.435,49226.78,0.0,354.6475,1519.1275,11021.6,356.9625,740.9875,69075.6125,0.0,975.9375,57290.7025,69075.6125,58266.64,10808.972500000003
2026-01-22 01:00:00+00:00,423.02,1969.515,69.93,3335.725,48844.17,0.0,357.625,1365.23,10392.9075,356.8225,674.5275,67789.47249999999,0.0,1280.4125,55737.0,67789.47249999999,57017.4125,10772.05999999999
2026-01-22 02:00:00+00:00,421.0,2050.845,67.0,3398.7799999999997,48237.985,0.0,358.4625,1385.025,9790.945,356.99,548.32,66615.35250000002,0.0,2020.7425,53654.0675,66615.35250000002,55674.81,10940.542500000025
2026-01-22 03:00:00+00:00,423.015,2091.9825,66.995,3420.7425,48312.195,0.0,358.9825,1291.4625,9116.5825,356.8575,693.42,66132.235,0.0,2516.5674999999997,52756.5925,66132.235,55273.159999999996,10859.075000000004
2026-01-22 04:00:00+00:00,420.90999999999997,2240.2,66.995,3506.145,48818.8575,0.0,357.5725,1223.0125,8637.9775,356.6875,909.1625,66537.52,0.0,1026.4524999999999,54921.345,66537.52,55947.7975,10589.722500000003
2026-01-22 05:00:00+00:00,418.33,2855.5625,70.175,3964.8424999999997,49473.5175,0.0,354.0,1273.99,8546.7075,488.615,1534.455,68980.195,203.9675,0.0,60124.1075,69184.1625,60124.1075,9060.055000000008
2026-01-22 06:00:00+00:00,417.5075,4865.205,71.025,4614.56,49745.8675,0.0,351.41999999999996,1191.9225,8870.317500000001,555.0799999999999,2321.92,73004.825,807.8375,0.0,65249.86,73812.66249999999,65249.86,8562.80249999999
2026-01-22 07:00:00+00:00,417.35,5570.8075,235.0875,4809.639999999999,49633.7875,414.51,353.32,1162.3775,8906.7975,526.5550000000001,2462.995,74493.2275,3052.145,0.0,67851.4975,77545.3725,67851.4975,9693.875
2026-01-22 08:00:00+00:00,418.58,5694.575,253.60750000000002,4792.4525,49520.9875,1267.83,353.9975,1297.1975,8717.7175,560.45,2393.9175,75271.3125,2869.2275000000004,0.0,68380.2575,78140.54,68380.2575,9760.282499999987
2026-01-22 09:00:00+00:00,420.4,5725.715,255.9525,4669.99,49570.3925,2772.345,354.48,1593.5225,8353.77,567.9200000000001,2131.6675,76416.155,516.78,0.0,67776.6675,76932.935,67776.6675,9156.267500000002
2026-01-22 10:00:00+00:00,422.06,5304.837500000001,257.6,4117.23,49677.957500000004,4361.47,353.5775,1619.485,8284.4725,543.495,1713.4975,76655.6825,135.11,0.0,67611.86249999999,76790.7925,67611.86249999999,9178.930000000008
2026-01-22 11:00:00+00:00,420.1875,4816.25,202.22,3912.4225,49676.3625,5690.44,354.9475,1547.7675,8809.73,545.94,1509.78,77486.0475,13.407499999999999,0.0,67954.45999999999,77499.455,67954.45999999999,9544.99500000001
2026-01-22 12:00:00+00:00,420.1925,4506.46,201.6475,3944.9700000000003,49620.4275,5859.7375,355.2375,1651.92,9168.1325,501.96500000000003,1264.91,77495.6,0.0,64.38,66576.0525,77495.6,66640.43250000001,10855.167499999996
2026-01-22 13:00:00+00:00,420.9925,4568.37,200.70749999999998,3969.7975,49627.295,5481.2625,354.565,1669.38,8973.650000000001,508.2025,1146.2775000000001,76920.49999999999,0.0,53.83749999999999,65548.26,76920.49999999999,65602.09749999999,11318.402499999997
2026-01-22 14:00:00+00:00,417.8575,4775.525,200.825,3986.7799999999997,49523.1325,4144.3925,356.765,1385.5575,8324.11,533.0425,1444.48,75092.4675,0.0,204.85000000000002,63770.5075,75092.4675,63975.3575,11117.11
2026-01-22 15:00:00+00:00,418.265,5056.7925,85.3475,4227.085,48835.542499999996,2294.0225,357.2725,1278.5025,7366.095,566.5975,1869.955,72355.4775,552.98,0.0,62842.472499999996,72908.45749999999,62842.472499999996,10065.984999999993
2026-01-22 16:00:00+00:00,418.01750000000004,5539.99,70.3325,4916.3150000000005,48918.807499999995,604.715,357.0975,1218.4650000000001,7215.1275,571.4399999999999,2833.12,72663.42749999999,2657.435,0.0,64491.4475,75320.86249999999,64491.4475,10829.414999999986
2026-01-22 17:00:00+00:00,392.0275,5600.35,70.4525,5318.3925,49028.0375,263.205,352.3525,1083.4175,7321.5725,570.9275,3115.995,73116.73,3476.4624999999996,0.0,68761.6675,76593.19249999999,68761.6675,7831.524999999994
2026-01-22 18:00:00+00:00,385.575,5591.2825,70.4125,5506.085,49101.457500000004,248.26749999999998,353.365,1002.97,7754.775,568.4225,3111.555,73694.1675,3360.9175,0.0,69412.625,77055.08499999999,69412.625,7642.459999999992
2026-01-22 19:00:00+00:00,383.225,5452.8875,70.1875,5121.9425,49148.28,0.0,354.7325,1056.9975,7735.7825,560.135,2216.725,72100.89499999999,1928.8149999999998,0.0,65791.1775,74029.70999999999,65791.1775,8238.532499999987
2026-01-22 20:00:00+00:00,381.78499999999997,4919.2775,70.06,4604.93,49181.805,0.0,355.19,1250.0375,7931.1975,553.6975,1593.1925,70841.1725,790.9075,0.0,62409.6925,71632.08,62409.6925,9222.387500000004
2026-01-22 21:00:00+00:00,385.72499999999997,4276.175,70.425,4410.21,49177.229999999996,0.0,355.03499999999997,1348.1425,8020.0875,551.1,2125.4825,70719.6125,518.3725,0.0,62487.995,71237.985,62487.995,8749.989999999998
2026-01-22 22:00:00+00:00,386.595,3664.9874999999997,69.9525,4086.2,49867.8425,0.0,355.3075,1406.495,8145.3825,532.4425,1483.7175,69998.92250000002,0.0,39.3775,62020.4125,69998.92250000002,62059.79,7939.132500000014
2026-01-22 23:00:00+00:00,391.99,2892.005,67.85249999999999,3854.685,50100.0,0.0,359.05,1521.15,8641.3225,501.2825,1409.7175,69739.05500000001,0.0,468.24749999999995,60415.39,69739.05500000001,60883.6375,8855.41750000001
2026-01-23 00:00:00+00:00,403.1225,2410.75,67.0,3789.4825,50083.432499999995,0.0,362.34000000000003,1562.99,8993.3825,509.3775,1296.54,69478.41749999998,0.0,622.7,58763.4275,69478.41749999998,59386.127499999995,10092.289999999986
2026-01-23 01:00:00+00:00,419.52750000000003,2141.275,66.9975,3620.52,49979.6175,0.0,365.49,1594.9250000000002,9437.125,508.135,1021.53,69155.1425,0.0,1447.8474999999999,57212.1175,69155.1425,58659.965,10495.177500000005
2026-01-23 02:00:00+00:00,422.7175,2165.585,66.9975,3510.935,48982.295,0.0,365.3675,1646.9675,9518.395,466.7625,842.26,67988.28249999999,0.0,1872.5075,55121.945,67988.28249999999,56994.4525,10993.829999999987
2026-01-23 03:00:00+00:00,422.685,2270.59,68.7,3486.075,48753.945,0.0,366.925,1603.66,9781.4625,417.2425,803.3975,67974.6825,0.0,2042.6625,54686.49,67974.6825,56729.1525,11245.529999999999
2026-01-23 04:00:00+00:00,418.1775,2249.6025,69.805,3483.035,49356.68,0.0,366.175,1719.8975,10033.6475,480.615,1185.49,69363.12500000001,0.0,1713.84,56781.705,69363.12500000001,58495.545,10867.580000000016
2026-01-23 05:00:00+00:00,411.075,2446.5725,70.3375,3816.79,50637.6575,0.0,363.9125,1733.5825,10599.91,534.96,1819.8575,72434.655,0.0,470.57000000000005,62139.4125,72434.655,62609.9825,9824.6725
2026-01-23 06:00:00+00:00,410.16499999999996,2983.46,70.3625,4293.715,50832.3475,0.0,362.9825,1706.665,11548.83,573.8925,2508.0675,75290.4875,990.745,0.0,67206.77249999999,76281.2325,67206.77249999999,9074.460000000006
2026-01-23 07:00:00+00:00,410.1275,3026.6075,70.395,4996.52,50796.5775,487.6875,361.2575,1782.9775,12426.365,574.695,2996.365,77929.57500000001,2526.1700000000005,0.0,69862.47,80455.74500000001,69862.47,10593.275000000009
2026-01-23 08:00:00+00:00,407.775,3225.41,70.075,5090.5675,50744.712499999994,1451.595,359.77750000000003,1798.6825,12139.1775,576.62,2900.48,78764.87249999998,2469.6375,0.0,70525.345,81234.50999999998,70525.345,10709.164999999979
2026-01-23 09:00:00+00:00,403.59749999999997,3350.8875,70.1125,4593.8150000000005,50424.5375,3256.5525,355.715,1779.885,11582.3325,535.1625,2681.11,79033.7075,1258.4025,0.0,69669.5025,80292.11,69669.5025,10622.607499999998
2026-01-23 10:00:00+00:00,410.645,2995.9625,69.7275,4162.4349999999995,50739.02,5169.7875,359.4325,1776.8725,11195.8825,507.905,2325.0225,79712.69249999999,497.25500000000005,0.0,69546.985,80209.9475,69546.985,10662.962499999994
2026-01-23 11:00:00+00:00,413.9375,2796.815,69.3775,3991.8375,50695.8375,6373.61,358.22249999999997,1748.7649999999999,11107.095000000001,523.5250000000001,1715.175,79794.19750000001,285.61749999999995,0.0,69651.6775,80079.815,69651.6775,10428.137499999997
2026-01-23 12:00:00+00:00,417.0025,2557.475,69.72,3933.9025,50640.295,6510.01,358.05,1285.8,10851.1875,537.8325,1395.055,78556.33,0.0,152.865,68078.185,78556.33,68231.05,10325.279999999999
2026-01-23 13:00:00+00:00,415.46500000000003,2509.145,70.22,4008.6575000000003,50622.6625,5909.25,353.40749999999997,1416.9475,10099.7475,344.74,1469.6799999999998,77219.9225,0.0,201.89999999999998,67050.705,77219.9225,67252.605,9967.317500000005
2026-01-23 14:00:00+00:00,416.0325,2543.8075,70.56,4363.4400000000005,50674.587499999994,4463.412499999999,355.88,1522.8575,9920.49,276.1825,1767.705,76374.95499999999,192.67499999999998,0.0,65757.285,76567.62999999999,65757.285,10810.344999999987
2026-01-23 15:00:00+00:00,419.305,3240.6775,70.395,4744.2025,50622.332500000004,2400.48,355.65999999999997,1522.3525,9500.7975,276.4,2169.585,75322.18750000001,632.4225,0.0,64507.78,75954.61000000002,64507.78,11446.830000000016
2026-01-23 16:00:00+00:00,419.6275,4117.4225,70.2925,5469.795,50691.8075,608.78,354.4575,1513.4825,9337.18,281.0325,2770.9575,75634.835,2613.8525,0.0,65947.785,78248.6875,65947.785,12300.902499999997
2026-01-23 17:00:00+00:00,418.8825,4299.165,70.445,5738.6575,50753.5575,240.6525,354.23,1511.6425,9744.460000000001,284.56,3154.2975,76570.55,3781.985,0.0,69633.33499999999,80352.535,69633.33499999999,10719.200000000012
