,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste
2026-01-01 00:00:00+00:00,0.0,69.09174249520832,27.834450597493447,141.139609443311,20.11102995871888,0.0,12.969979597784905,0.0,32.38723892767348,73.08364908190033,154.40736547645824,4.226173127368115,1.7487612940833577
2026-01-01 01:00:00+00:00,0.0,62.1973929236499,28.454376163873373,141.08007448789573,16.610800744878954,0.0,13.258845437616388,0.0,0.0,74.3389199255121,157.61638733705772,4.655493482309125,1.787709497206704
2026-01-01 02:00:00+00:00,0.0,59.3279258400927,29.35496330629587,133.2560834298957,17.265353418308226,0.0,13.750482811896486,0.0,0.0,77.09540363074547,163.3835457705678,5.330243337195829,1.2359984550019314
2026-01-01 03:00:00+00:00,0.0,53.94223263075722,29.820452771272446,136.0265417642467,17.369242779078842,0.0,13.895394223263077,0.0,0.0,77.5175644028103,164.7150663544106,5.46448087431694,1.249024199843872
2026-01-01 04:00:00+00:00,0.0,35.91340236043734,27.659112301788433,170.4076460792122,16.146549851567592,0.0,12.888277459995656,0.0,0.0,71.8630077474477,158.7502715226993,5.213235826515097,1.1584968503366884
2026-01-01 05:00:00+00:00,0.0,35.30249110320284,27.188612099644132,167.04626334519574,23.27402135231317,0.0,12.669039145907474,0.0,0.0,71.1032028469751,157.3665480427046,4.911032028469751,1.1387900355871887
2026-01-01 06:00:00+00:00,1.3033583890766154,36.72718188742194,22.012275015516174,136.12854285911317,36.46929204806962,0.0,10.311013033583892,0.0,56.628151495399635,58.12978415281705,128.80105555662692,3.5625129301427494,0.92683263223226
2026-01-01 07:00:00+00:00,12.520132669983415,40.01129961033713,20.16371475953565,127.00948590381425,25.23589348145564,0.0,9.64351575456053,0.0,13.151847663721014,55.505008291873956,121.86881994100361,3.0135986733001654,0.8766832504145935
2026-01-01 08:00:00+00:00,36.66400744581837,56.5749235474006,24.86371493152506,121.85879537295573,27.788857864645657,0.0,11.700571732482384,0.0,0.0,67.5109692859992,148.1518415104374,3.8226299694189603,1.0636883393165801
2026-01-01 09:00:00+00:00,43.81376727366653,58.31073227431228,24.150845925351927,120.75422962675965,26.92754746222394,0.0,11.365103964871496,0.0,0.0,65.54307116104869,144.1947565543071,3.9067544879245766,1.0331912695337724
2026-01-01 10:00:00+00:00,50.86498683715683,68.32142409427102,23.4423968910618,113.13777109188918,26.01228532029585,0.0,11.031716184029085,0.0,0.0,62.93092641343864,139.99623918766451,3.2593706907358655,1.0028832894571893
2026-01-01 11:00:00+00:00,41.759479414341136,71.10874734075836,21.879614566387186,107.16305844074583,24.408709798523336,0.0,10.351645601301463,0.0,0.0,57.93392566637467,131.24827931422848,3.2054811663121012,0.9410586910274059
2026-01-01 12:00:00+00:00,41.50865133917989,85.65418345579522,22.043138184403887,121.50391087935529,24.620763214031758,0.0,10.429011614126571,0.0,0.0,57.92249348186774,132.08106186300068,3.288694003318321,0.9480919649205973
