,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Storage,Fossil Hard coal,Fossil Gas,Fossil Oil,Fossil Coal-derived gas,Other
2026-01-03 01:00:00+00:00,0.0,182.78940754039496,0.0,2.6599640933572712,0.0,0.8312387791741472,0.0,0.0,0.0,43.22441651705565,0.0,0.0,1.994973070017953
2026-01-03 02:00:00+00:00,0.0,177.9880655504097,0.0,2.5650160313501957,0.0,0.8015675097969363,0.0,0.0,0.0,41.721588884930526,0.0,0.0,1.923762023512647
2026-01-03 03:00:00+00:00,0.0,126.50618519192287,0.0,1.8715663088957615,0.0,0.5848644715299254,0.0,0.0,0.0,30.383709295979628,0.0,0.0,1.403674731671821
2026-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00+00:00,0.1533744221879815,97.91130970724191,0.5185516178736518,1.1758705701078582,1.6871186440677965,0.4528197226502311,0.0,0.0,0.0,14.512141756548536,0.0,0.0,2.088813559322034
2026-01-03 07:00:00+00:00,3.0088946181115053,142.652465356107,1.2674830808894617,1.7854979052529811,2.5129229777634547,0.5951659684176603,0.0,0.0,0.0,16.080502739284565,0.0,0.0,3.0970673541733804
2026-01-03 08:00:00+00:00,5.068800484063804,37.3384169986474,0.2924430641821946,0.5061002862212293,0.5900621118012422,0.18156738648165469,0.0,0.0011849945828819068,0.0,5.2158663379384445,0.0,0.0,0.8055583360811468
2026-01-03 09:00:00+00:00,71.72328266419123,110.60550591784637,0.0,1.2181770712462288,0.0,0.4972151311209097,0.0,0.5717974007890462,0.0,28.216958691111625,0.0,0.0,1.4170631236945925
2026-01-03 10:00:00+00:00,202.32990060457016,255.62263039245826,0.0,2.898094067015063,0.0,1.0733681729685418,0.0,0.0,0.0,58.659570652730814,0.0,0.0,3.1664361102571985
2026-01-03 11:00:00+00:00,223.4745352056962,300.9091178797468,0.0,3.281126384493671,0.0,1.1931368670886078,0.0,0.0,0.0,70.8723299050633,0.0,0.0,3.5197537579113924
2026-01-03 12:00:00+00:00,202.41366848699005,308.76003854802445,0.0,3.4910054609701255,0.0,1.2929649855444907,0.0,0.0,0.0,84.17202055894636,0.0,0.0,3.6203019595245745
2026-01-03 13:00:00+00:00,127.97004841797094,239.60460533723682,0.0,3.3401643959013625,0.0,1.0438013737191758,0.0,0.0,0.0,88.61873662875803,0.0,0.0,2.9226438464136923
2026-01-03 14:00:00+00:00,54.19257854821235,188.1152943300831,0.0,2.7331166486096063,0.0,0.896803900325027,0.0,0.3843445287107259,0.0,106.03638497652581,0.0,0.0,2.3914770675334056
2026-01-03 15:00:00+00:00,6.426830725122447,124.17070839804086,0.0,1.654163182415482,0.0,0.9762274519173336,0.0,0.13558714609962966,0.0,92.11790706008841,0.0,0.0,1.5185760363158523
2026-01-03 16:00:00+00:00,0.0,53.20784465589732,0.0,0.6671830050896216,0.0,0.40030980305377295,0.0,0.011119716751493694,0.0,45.59083868112414,0.0,0.0,0.6227041380836468
2026-01-03 17:00:00+00:00,0.0,56.00043535045711,0.0,0.6840444057466261,0.0,0.41042664344797564,0.0,0.0,0.0,47.01665215498476,0.0,0.0,0.6384414453635177
2026-01-03 18:00:00+00:00,0.0,3.8722627737226283,0.0,0.043795620437956206,0.0,0.014598540145985401,0.0,0.0,0.0,3.0284671532846716,0.0,0.0,0.040875912408759124
2026-01-03 19:00:00+00:00,0.0,87.56943722043067,0.0,0.9674399251014252,0.0,0.3224799750338084,0.0,0.0,0.0,65.3021949443462,0.0,0.0,0.8384479350879018
2026-01-03 20:00:00+00:00,0.0,144.61081456175938,0.0,1.4064268175509769,0.0,0.5022952919824917,0.0,0.0,0.0,87.42449556955268,0.0,0.0,1.3059677591544785
2026-01-03 21:00:00+00:00,0.0,170.23182644252614,0.0,1.5395274875056792,0.0,0.5701953657428441,0.0,0.0,0.0,77.17594275329395,0.0,0.0,1.4825079509313948
2026-01-03 22:00:00+00:00,0.0,40.346069868995635,0.0,0.33092248908296945,0.0,0.13236899563318777,0.0,0.0,0.0,7.346479257641922,0.0,0.0,0.3441593886462882
2026-01-03 23:00:00+00:00,0.0,175.7895688456189,0.0,0.0,0.0,0.579972183588317,0.0,0.0,0.0,30.62253129346314,0.0,0.0,1.5079276773296244
2026-01-04 00:00:00+00:00,0.0,181.1158392434988,0.0,0.0,0.0,0.5951884299819218,0.0,0.0,0.0,30.741482408566267,0.0,0.0,1.5474899179529968
2026-01-04 01:00:00+00:00,0.0,272.84846121117573,0.0,0.0,0.0,0.9176003403772515,0.0,0.0,0.0,47.531697631541626,0.0,0.0,2.2022408169054035
2026-01-04 02:00:00+00:00,0.0,341.50246662797446,0.0,0.0,0.0,1.1796285548461984,0.0,0.0,0.0,60.986796285548465,0.0,0.0,2.8311085316308766
2026-01-04 03:00:00+00:00,0.0,470.67367969085444,0.0,0.0,0.0,1.600114498354086,0.0,0.0,0.0,82.88593101474166,0.0,0.0,3.840274796049807
2026-01-04 04:00:00+00:00,0.0,319.0809452523524,0.0,0.0,0.0,1.0799828913601368,0.0,0.0,0.0,55.9971129170231,0.0,0.0,2.5919589392643285
2026-01-04 05:00:00+00:00,0.0,255.73923757066243,0.0,0.0,0.0,1.5485939991303086,0.0,0.0,0.0,45.83838237425714,0.0,0.0,2.123786055950138
2026-01-04 06:00:00+00:00,1.138671875,98.650390625,0.0,0.0,0.0,0.62109375,0.0,0.0,0.0,17.925455729166668,0.0,0.0,0.9143880208333334
2026-01-04 07:00:00+00:00,6.364133406232914,54.76137916894478,0.0,0.0,0.0,0.3579825041006014,0.0,0.0,0.0,10.709643247676325,0.0,0.0,0.5568616730453799
2026-01-04 08:00:00+00:00,40.09153318077803,145.20823798627,0.0,0.0,0.0,0.5491990846681922,0.0,0.0,0.0,28.613272311212818,0.0,0.0,1.5377574370709381
2026-01-04 09:00:00+00:00,86.29979466119096,204.27258726899385,0.0,0.0,0.0,0.811088295687885,0.0,0.0,0.0,41.93326488706366,0.0,0.0,2.433264887063655
2026-01-04 10:00:00+00:00,90.8861866606478,151.16465410224578,0.0,0.0,0.0,0.6246473310010158,0.0,0.0,0.0,32.29426701275251,0.0,0.0,1.7802448933528945
2026-01-04 11:00:00+00:00,52.15044801000208,76.18618462179622,0.0,0.0,0.0,0.302146280475099,0.0,0.0,0.0,15.454782246301312,0.0,0.0,0.906438841425297
2026-01-04 12:00:00+00:00,85.95947315096251,143.64437689969606,0.0,0.0,0.0,0.5977710233029382,0.0,0.0,0.0,33.62462006079028,0.0,0.0,1.6737588652482271
2026-01-04 13:00:00+00:00,13.977063397129188,31.864174641148324,0.0,0.0,0.0,0.13576555023923445,0.0,0.0,0.0,10.420005980861244,0.0,0.0,0.3529904306220096
2026-01-04 14:00:00+00:00,17.070657276995302,64.20669014084507,0.0,0.0,0.0,0.284037558685446,0.0,0.0,0.0,38.700117370892016,0.0,0.0,0.7384976525821596
2026-01-04 15:00:00+00:00,6.029208542713568,107.91520100502514,0.0,0.0,0.0,0.5087939698492462,0.0,0.0,0.0,86.72393216080403,0.0,0.0,1.3228643216080402
2026-01-04 16:00:00+00:00,0.0,132.6315789473684,0.0,0.0,0.0,1.0705687986783101,0.0,0.0,0.0,116.75147510030682,0.0,0.0,1.546377153646448
2026-01-04 17:00:00+00:00,0.0,145.1299252148677,0.0,0.0,0.0,1.0990065855564235,0.0,0.0,0.0,125.6225583212412,0.0,0.0,1.6485098783346357
2026-01-04 18:00:00+00:00,0.0,87.29124358243011,0.0,0.0,0.0,0.6889903023388476,0.0,0.0,0.0,78.73628066172276,0.0,0.0,1.0334854535082716
2026-01-04 19:00:00+00:00,0.0,88.82675672473043,0.0,0.0,0.0,0.41000118497452304,0.0,0.0,0.0,82.73823912785875,0.0,0.0,1.0250029624363077
2026-01-04 20:00:00+00:00,0.0,187.96453375839693,0.0,0.0,0.0,0.8163497665945577,0.0,0.0,0.0,167.7598770351816,0.0,0.0,1.9592394398269384
2026-01-04 21:00:00+00:00,0.0,52.7522349936143,0.0,0.0,0.0,0.23414218816517665,0.0,0.0,0.0,28.951681566624092,0.0,0.0,0.561941251596424
2026-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 00:00:00+00:00,0.0,103.14739593806556,0.0,0.0,0.0,0.5389101146189423,0.0,0.0,0.0,29.02030967223004,0.0,0.0,1.2933842750854616
2026-01-05 01:00:00+00:00,0.0,146.90360090022506,0.0,0.0,0.0,0.6939234808702175,0.0,0.0,0.0,35.7370592648162,0.0,0.0,1.665416354088522
2026-01-05 02:00:00+00:00,0.0,167.02927852348995,0.0,0.0,0.0,0.6870805369127516,0.0,0.0,0.0,35.38464765100671,0.0,0.0,1.6489932885906042
2026-01-05 03:00:00+00:00,0.0,91.66935760906905,0.0,0.0,0.0,0.3881827550669873,0.0,0.0,0.0,20.010821023703194,0.0,0.0,0.9316386121607694
2026-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 06:00:00+00:00,0.4998478547520033,47.18206714676944,0.0,0.0,0.0,0.32133076376914493,0.0,0.0,0.0,39.55046150725226,0.0,0.0,0.44629272745714577
2026-01-05 07:00:00+00:00,17.603556273994748,144.7565164679733,0.0,0.0,0.0,1.0474843402707619,0.0,0.08729036168923014,0.0,122.90482925843605,0.0,0.0,1.600323297635886
2026-01-05 08:00:00+00:00,72.49891379480596,142.91809025377702,0.0,0.0,0.0,0.7297323985385603,0.0,0.6202725387577762,0.0,150.79920015799348,0.0,0.0,1.9337908561271848
2026-01-05 09:00:00+00:00,168.76491700314043,185.74786899955137,0.0,0.0,0.0,1.0139075818752803,0.0,0.2534768954688201,0.0,206.33019291161958,0.0,0.0,2.8896366083445493
2026-01-05 10:00:00+00:00,264.9027437530622,229.39086232239097,0.0,0.0,0.0,1.2224399804017638,0.0,0.42785399314061734,0.0,248.94990200881918,0.0,0.0,3.6061979421852035
2026-01-05 11:00:00+00:00,185.7526515151515,138.60477693602695,0.0,0.0,0.0,0.7672558922558922,0.0,0.0,0.0,128.36191077441077,0.0,0.0,2.263404882154882
2026-01-05 12:00:00+00:00,159.29211943683265,105.07297080223,0.0,0.0,0.0,0.6798639327222905,0.0,0.0,0.0,92.80142681659264,0.0,0.0,1.9036190116224134
2026-01-05 13:00:00+00:00,112.54082039028276,99.41616885702908,0.0,0.0,0.0,0.6133014735165272,0.0,0.0,0.0,93.71246515332535,0.0,0.0,1.7172441258462763
2026-01-05 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 00:00:00+00:00,0.0,56.253129346314324,0.0,0.0,0.0,0.29207232267037553,0.0,0.0,0.0,16.312239221140473,0.0,0.0,0.6425591098748261
2026-01-06 01:00:00+00:00,0.0,182.95159241891363,0.0,0.0,0.0,0.9251660805001953,0.0,0.0,0.0,50.837876123485735,0.0,0.0,2.03536537710043
2026-01-06 02:00:00+00:00,0.0,277.31689008042895,0.0,0.0,0.0,1.2815013404825737,0.0,0.0,0.0,77.08230563002681,0.0,0.0,2.819302949061662
2026-01-06 03:00:00+00:00,0.0,339.3467591809105,0.0,0.0,0.0,1.5231003553900828,0.0,0.0,0.0,105.77931968184126,0.0,0.0,3.3508207818581823
2026-01-06 04:00:00+00:00,0.0,429.6449226378249,0.0,0.0,0.0,1.8063692353913172,0.0,0.0,0.0,165.82469580892294,0.0,0.0,3.974012317860898
2026-01-06 05:00:00+00:00,0.0,380.18164727999056,0.0,0.0,0.0,1.5074609329103514,0.0,0.0,0.0,256.49447773469626,0.0,0.0,3.3164140524027728
2026-01-06 06:00:00+00:00,10.19582682436956,432.2214907386744,0.0,0.0,0.0,2.6101316670386074,0.0,0.0,0.0,282.3020531131444,0.0,0.0,3.6704976567730414
2026-01-06 07:00:00+00:00,66.9187608985537,362.3324956405785,0.0,0.0,0.0,2.3947071494512255,0.0,1.7295107190481074,0.0,211.79854344035286,0.0,0.0,3.3259821520155914
2026-01-06 08:00:00+00:00,131.8361282419532,347.943735743854,0.0,0.0,0.0,1.2338430345526739,0.0,2.0975331587395454,0.0,243.869075779336,0.0,0.0,3.2696840415645854
2026-01-06 09:00:00+00:00,189.49869741037404,372.83381289369316,0.0,0.0,0.0,1.2578738626642818,0.0,0.6289369313321409,0.0,241.0086320864764,0.0,0.0,3.5220468154599893
2026-01-06 10:00:00+00:00,206.2532667325078,379.90144723847146,0.0,0.0,0.0,1.2280635113575933,0.0,0.0,0.0,217.55145103699766,0.0,0.0,3.3157714806655014
2026-01-06 11:00:00+00:00,124.92985244040862,259.7284903518729,0.0,0.0,0.0,0.747635262958759,0.0,0.0,0.0,106.50064320847521,0.0,0.0,2.0933787362845253
2026-01-06 12:00:00+00:00,117.89687397975841,311.1934378060725,0.0,0.0,0.0,0.905158341495266,0.0,0.0,0.0,121.9700865164871,0.0,0.0,2.534443356186745
2026-01-06 13:00:00+00:00,108.51475191015373,308.727791586118,0.0,0.0,0.0,1.0222774555831722,0.0,0.0,0.0,134.3272576636288,0.0,0.0,2.657921384516248
2026-01-06 14:00:00+00:00,36.54323700692232,140.16833315020327,0.0,0.0,0.0,0.6065267553016153,0.0,0.0,0.0,97.10493352378859,0.0,0.0,1.5769695637841996
2026-01-06 15:00:00+00:00,3.200363196125908,38.71307506053269,0.0,0.0,0.0,0.20581113801452786,0.0,0.24697336561743338,0.0,42.09866828087167,0.0,0.0,0.5351089588377724
2026-01-06 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 22:00:00+00:00,0.0,31.82589776474899,0.044842433125687066,0.37096921949432027,1.059912055698058,0.42396482227922316,0.0,0.0,0.0,31.86258702821546,0.0,0.0,1.1618266764382557
2026-01-06 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 04:00:00+00:00,0.0,45.67074872485805,0.10850736214031373,0.9874169954768549,2.821191415648157,1.3454912905398904,0.0,0.0,0.0,58.832691752478105,0.0,0.0,2.9839524588586275
2026-01-07 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 11:00:00+00:00,39.68678370493853,81.73137632840175,0.0,0.0,0.0,0.3599708272556783,0.0,0.0,0.0,49.96395082308814,0.0,0.0,1.0079183163158991
2026-01-07 12:00:00+00:00,92.39798994974875,216.91292827775237,0.0,0.0,0.0,0.760164458656921,0.0,0.0,0.0,103.72444038373686,0.0,0.0,2.204476930105071
2026-01-07 13:00:00+00:00,77.95525054056596,296.5812729152957,0.0,0.0,0.0,0.9495158409325938,0.0,0.0,0.0,126.66541318040801,0.0,0.0,2.8485475227977815
2026-01-07 14:00:00+00:00,30.773614253393667,171.53824943438914,0.0,0.0,0.0,0.518947963800905,0.0,0.0,0.0,70.91423925339366,0.0,0.0,1.5049490950226243
2026-01-07 15:00:00+00:00,11.928297581013236,310.2300319488818,0.0,0.0,0.0,0.9429484253765403,0.0,0.8958010041077134,0.0,189.8155180282976,0.0,0.0,2.68740301232314
2026-01-07 16:00:00+00:00,0.0,37.84025140170013,0.0,0.0,0.0,0.11304033279073973,0.0,0.27694881533731236,0.0,23.930638451799602,0.0,0.0,0.3391209983722192
2026-01-07 17:00:00+00:00,0.0,22.057798497329593,0.0,0.0,0.0,0.0656286774689961,0.0,0.11156875169729338,0.0,13.81811804109713,0.0,0.0,0.19688603240698832
2026-01-07 18:00:00+00:00,0.0,14.77896050839764,0.0,0.0,0.0,0.07925556059918293,0.0,0.05283704039945529,0.0,9.20905583295506,0.0,0.0,0.1298910576486609
2026-01-07 19:00:00+00:00,0.0,112.37692847124823,0.0,0.0,0.0,0.6033660589060309,0.0,0.1843618513323983,0.0,65.18029453015428,0.0,0.0,0.9050490883590463
2026-01-07 20:00:00+00:00,0.0,44.34832999683911,0.0,0.0,0.0,0.12906964492677273,0.0,0.045174375724370455,0.0,16.366030976714782,0.0,0.0,0.36139500579496364
