,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Storage,Nuclear,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-01-01 00:00:00+00:00,0.0,17.76876002930301,0.0546527244819647,2.803022308658341,7.718455225702924,9.117896201074442,3.7420554838484614,0.0,0.0,6.025048838345078,0.0,0.0,0.2451091885857811
2026-01-01 01:00:00+00:00,0.0,81.54018464528669,0.37081897694142585,12.335184203551549,34.1044394381129,35.52954766322112,15.752535559678416,0.0,0.0,25.08117766587154,0.0,0.0,1.0361118473363369
2026-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 16:00:00+00:00,6.613932076081251,499.1817146549287,2.8704761135565158,46.1199693090498,118.13340871461455,226.02779953963574,104.25450874288252,0.0,0.0,91.91442070831482,0.0,0.0,4.083770140936075
2026-01-01 17:00:00+00:00,0.1681301124025338,856.5989041034238,4.011104110174735,75.20219741890477,210.715068015347,442.0621026812335,376.68350754413393,0.0,0.0,162.53378151827806,0.0,0.0,6.725204496101352
2026-01-01 18:00:00+00:00,0.0,893.8871577954825,6.143723248718058,76.03471892613467,234.0021310971734,446.796129539772,485.3295617557317,0.0,0.0,170.84465610035176,0.0,0.0,6.536921536636013
2026-01-01 19:00:00+00:00,0.025282418131907382,948.2170920371865,6.320604532976846,77.7434357556152,259.75156388721643,435.5149347402366,551.687646056351,0.0,0.0,191.59016460359416,0.0,0.0,6.649275968691642
2026-01-01 20:00:00+00:00,0.0,921.0035049888339,6.1331542338503136,76.14924296748549,320.24878147472805,407.04518019217767,470.21666880083586,0.0,0.0,187.79718264049663,0.0,0.0,6.231284701591919
2026-01-01 21:00:00+00:00,0.0,930.0070446975394,5.835357795207908,74.96572418609648,306.09555549586327,392.0118872891372,418.03509992478774,0.0,0.0,178.04049102825826,0.0,0.0,6.058839583109486
2026-01-01 22:00:00+00:00,0.0,742.95719612481,4.828285087504289,58.4222495588019,225.24915590225015,242.65029535761553,162.73252058924456,0.0,0.0,134.03319402911907,0.0,0.0,5.002103350654443
2026-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00+00:00,0.0,0.0,20.219424963767175,7.400142674580942,10.92326251425165,86.48426835860018,0.0,1602.042801349494,0.0,41.258414758615366,1.7543809665327972,9.642304414157696,0.0
2026-01-02 02:00:00+00:00,0.0,0.0,20.1405426856076,9.29415338887678,9.283134482193736,83.87970279194113,0.0,1679.4983920777852,0.0,53.58662547546853,2.3639339955743974,12.503515102552454,0.0
2026-01-02 03:00:00+00:00,0.0,0.0,16.935416312072668,7.573429878061156,5.545690730170947,67.52455683078608,0.0,1366.2420198219963,0.0,44.06800435984881,1.9364261033319168,10.22445596373215,0.0
2026-01-02 04:00:00+00:00,0.0,0.0,19.8600848243247,7.699156753787215,10.751035557051773,70.2967706412906,0.0,1424.4291051793664,0.0,45.28459688686975,1.9662019307252285,10.513048226584317,0.0
2026-01-02 05:00:00+00:00,0.0,0.0,20.614736242568036,8.840373557385377,34.23550606315396,84.5624713336743,0.0,1684.6818092103836,0.0,52.72512762978032,2.2690367595385403,12.070939203515955,0.0
2026-01-02 06:00:00+00:00,0.0,860.6060145125542,20.001447597309614,65.025283464963,162.38988588259198,206.57470500075107,0.0,1241.3676439141714,0.0,175.3876243855144,1.6159344240488949,8.613336064778455,5.343124753316938
2026-01-02 07:00:00+00:00,3.342689925075556,1198.5414897384765,24.19418617129745,90.72336537740524,274.1649223859988,390.78235734347413,123.88621576818512,1316.0961145441515,0.0,251.5689660190989,1.6898362148195678,8.853926865442117,7.4309296465751595
2026-01-02 08:00:00+00:00,24.999615227204604,1069.199395254538,11.72265887131903,77.22308999682217,217.99629698580037,323.4922540820038,240.6889251093374,472.8926454672727,0.0,203.10141965049417,0.6046977600676532,3.1912964672549915,6.262705127884903
2026-01-02 09:00:00+00:00,30.93580072660987,653.1302024127498,4.200950669012747,50.1593509880122,117.50899211362457,169.3655271719179,173.14638277402938,0.0,0.0,125.37317176601643,0.0,0.0,3.629621378027014
2026-01-02 10:00:00+00:00,24.61923143705361,247.8243283998191,2.0760157398815533,20.329146188302257,44.44113115541176,56.45301209701108,47.65489020521439,42.375643817702795,0.0,45.30954865217327,0.05413998637960228,0.28426917476917574,1.7036431462814507
2026-01-02 11:00:00+00:00,10.553644588596791,88.63003322215512,0.5717033904982011,7.402415500170706,20.357214328859943,20.441826430653677,8.44062885731544,0.0,0.0,17.105365443706177,0.0,0.0,0.6471682380439636
2026-01-02 12:00:00+00:00,143.5868897121389,124.85311333713445,18.111708356202882,5.471490589684293,46.639109024913374,62.62311483434379,5.894343560822032,1121.3213147063066,0.0,45.69806189799034,1.4402343584377264,7.810619622025627,0.0
2026-01-02 13:00:00+00:00,141.41937488840384,154.7941218336416,20.246729845475294,6.590776597365047,64.20273970393076,72.56349831388754,2.9810843176672686,1360.8014298373262,0.0,64.27655868270992,1.7532472315082857,9.495438748084611,0.0
2026-01-02 14:00:00+00:00,95.1453383815487,184.35939157821258,23.43513225990075,10.880747313683136,79.78382204556125,98.81724208422338,12.860010873867779,1374.727375299571,3.699948717484933,85.86248488087266,1.7638716209468572,9.57381185805044,0.3658230860769535
2026-01-02 15:00:00+00:00,76.99693481194792,582.5022372932285,26.12952007669152,47.944362359736104,219.49037297401577,280.7106035692887,205.30133982665853,1485.4162812520146,9.038356936106553,225.62588563268554,1.8971557922231244,10.366852025451525,3.6550974499517745
2026-01-02 16:00:00+00:00,19.391063894531225,794.1444213801087,15.405279763078067,71.41348030883067,309.7919360864765,459.3748241466691,481.0705696063864,655.2987088373127,6.114610402488074,233.5450784627745,0.8337942713241054,4.540201525265615,5.801031314754516
2026-01-02 17:00:00+00:00,5.731914362464137,937.3233310263439,28.744156602952202,82.8866346784172,389.15654500326514,655.076318962915,676.0253441764357,1396.188408980638,13.214780298382006,329.4151344657568,1.7886481461578896,9.715918468712806,6.607864827559201
2026-01-02 18:00:00+00:00,8.628093177140384,882.9215570884437,45.750847609232366,73.43133162474386,375.92973117512753,625.6969373918325,606.9425312811414,2231.393939923276,21.64068785163614,357.558231764902,2.8416839711171944,15.61821850283696,5.671208638570059
2026-01-02 19:00:00+00:00,0.0,756.5568429748287,42.9079854665168,60.643303623364105,317.38699701124887,547.1519502343873,434.2568726055143,2596.2377132160364,26.35462577676511,378.101371770104,3.3300068671002845,18.354759993823407,4.492570460310617
2026-01-02 20:00:00+00:00,0.0,780.3932294532315,26.13317765725112,66.80606182103917,332.1019692694209,573.6099726620345,392.10448281761177,2591.298834951746,26.994870297948317,381.46330447381,3.3640998283503665,18.562455385230216,4.842541382325449
2026-01-02 21:00:00+00:00,0.0,665.4343172289988,14.471554091317403,60.217766585922575,326.6952990958151,505.4428605678944,244.4996467052194,2289.7861988363843,23.05225142441541,331.04049808725534,2.980110378647994,16.284231300773985,4.29526569735436
2026-01-02 22:00:00+00:00,0.011507433198775566,496.0428537181929,10.91054888316721,46.847412164192704,238.773176194386,379.3798019518168,67.7679965546444,1904.5087736891896,17.861509827115242,253.93228670073609,2.471003797181566,13.630973458533955,3.3371556276449135
2026-01-02 23:00:00+00:00,0.0,405.7370739618434,5.706249429100093,38.67777676975613,125.8726492699626,265.1894798199571,5.857819039358614,807.7671056804791,7.460173166410826,120.58757886321597,1.0539773094349192,5.798659312301454,3.141457378179901
2026-01-03 00:00:00+00:00,0.0,526.7906581505137,1.869746945292974,46.5327999166898,97.95787003610106,257.99696195501247,0.0,0.0,0.0,77.34847889475144,0.0,0.0,3.978484101638433
2026-01-03 01:00:00+00:00,0.0,599.9316201377924,0.0,49.20126166212142,102.06387182431462,214.43095988230226,0.0,0.0,0.0,83.93868379503371,0.0,0.0,4.508602698435482
2026-01-03 02:00:00+00:00,0.0,667.2403729088696,0.0,53.89996392659062,108.46412950353971,166.11683275465572,0.0,0.0,0.0,104.21323894124545,0.0,0.0,4.815461965098977
2026-01-03 03:00:00+00:00,0.0,767.0410534967125,0.0,62.83001718469814,119.65352286312014,191.33122683801554,0.0,0.0,0.0,129.70251195457263,0.0,0.0,5.491667662881052
2026-01-03 04:00:00+00:00,0.0,919.1047055228784,0.0,76.39100947215645,134.36280803605533,229.10343442059428,0.0,0.0,0.0,152.7820189443129,0.0,0.0,6.68102360400275
2026-01-03 05:00:00+00:00,0.0,860.3389755079492,0.0,73.04141857467314,131.64185746731326,222.6904732674483,0.0,0.0,0.0,140.57941501442517,0.0,0.0,6.207860168191027
2026-01-03 06:00:00+00:00,0.0,983.2011238753698,0.0,80.72486187428295,147.1655772598273,249.4867082301793,0.0,0.0,0.0,141.50536274983395,0.0,0.0,7.166366010506611
2026-01-03 07:00:00+00:00,5.943116506983499,1187.0087640523625,13.788893566563711,93.8421363380918,221.39833212993662,423.8797128602462,56.8027849872311,851.3241192630508,8.218066436056654,247.71121953764344,1.1204772988971952,6.087079528300625,7.600297494635342
2026-01-03 08:00:00+00:00,46.69983615862204,1228.6245607776973,9.95158990947351,103.27771428532775,249.14282000981964,439.0489567650521,347.36274964680916,618.4560810706961,6.297095755914128,262.18468633049235,0.8147441458770237,4.411279890306422,8.102885253912367
2026-01-03 09:00:00+00:00,151.17702880037234,977.9321827649873,13.117753989989865,86.71102414876852,245.5349400437011,365.4286778692064,309.64831071052384,901.9680690884073,9.169286432524455,267.1796188216141,1.188908096943833,6.375306117493781,7.2438931154667765
2026-01-03 10:00:00+00:00,268.51697581282724,656.6488921004772,21.406359695430286,57.07224001420453,189.80420214016874,247.02743552093318,150.12126285438248,1436.3617178206007,14.587514881960011,241.86607451482908,1.8867381853070055,10.135572785407259,4.340013673472124
2026-01-03 11:00:00+00:00,301.887706868176,393.8918705538654,25.34174452991867,31.4663035456221,143.09970453266266,174.24706128220947,67.7568406134704,1677.2481182583306,16.885541875590125,212.90109224614585,2.196085653224123,11.96484814182445,2.013081898960545
