,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Other
2026-01-01 00:00:00+00:00,0.0,0.45212069289403795,0.0,1.566854201078805,0.17924380286763156,0.040734723621751914,0.0,0.0,0.11104657953777387,0.0,0.0
2026-01-01 01:00:00+00:00,0.0,4.233492120627264,0.0,13.57360633433176,1.6505726508844671,0.3869697118577286,0.0,0.0,1.0553591822987782,0.0,0.0
2026-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00+00:00,0.0,4.256339110776596,0.0,34.348600125334514,0.0,0.0,0.0,0.0,0.0,0.0,0.42006076388888886
2026-01-01 04:00:00+00:00,0.0,2.5877522706628375,0.0,16.23356247747487,0.0,0.0,0.0,0.0,0.0,0.0,0.20368525186229353
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 11:00:00+00:00,0.0,2.809539192598838,0.0,13.311710878439346,0.9859035643208102,0.21972995414636892,0.0,0.0,0.6731164104946361,0.0,0.0
2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 13:00:00+00:00,0.0,0.4790526717641681,0.0,2.1889173776838033,0.17387941302298277,0.04055580076934129,0.0,0.0,0.11759473675970489,0.0,0.0
2026-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 15:00:00+00:00,0.0,1.2532337535011069,0.0,5.195865781387889,0.4637744211811356,0.10648072546112947,0.0,0.0,0.3056453184687398,0.0,0.0
2026-01-01 16:00:00+00:00,0.0,33.927999708293726,0.0,153.34526278957213,2.140432699745516,0.4673220264282002,0.0,0.0,1.4059534856266627,0.0,1.238029290333723
2026-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 18:00:00+00:00,0.0,25.350822873201835,0.0,140.50086938233937,11.149858014517198,2.5189128063643187,0.0,0.0,7.254536923577287,0.0,0.0
2026-01-01 19:00:00+00:00,0.0,105.11211438253662,0.0,313.94184557010396,11.440559242176027,2.473584748291023,0.0,0.0,7.390382904017266,0.0,1.5915131528751516
2026-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:00:00+00:00,0.0,2.10661089019709,0.0,5.833131735310641,0.0,0.0,0.0,0.0,0.0,0.0,0.06025737449226882
2026-01-01 22:00:00+00:00,0.0,0.510004009886996,0.0,2.428630959357008,0.22919369727861186,0.05583943997698719,0.0,0.0,0.15133189350039683,0.0,0.0
2026-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
