,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Other
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00+00:00,0.0,7.0883323453791975,0.0,17.5075087586492,2.631292863128462,0.197590732866351,0.33321857287260404,0.0,0.04205672710419524,0.0
2026-01-01 02:00:00+00:00,0.012175673331601144,1060.827057029625,0.0,1425.7054912873168,0.0,0.0,0.0,0.0,0.0,40.380276009726934
2026-01-01 03:00:00+00:00,0.0,362.45909876188773,0.0,651.3136394468451,126.6828530066363,9.842578518443798,14.048777184358258,0.0,2.228053081829041,0.0
2026-01-01 04:00:00+00:00,0.0,413.1081068109776,0.0,650.3089418180857,139.01922493719204,10.847226146307166,15.583423488976162,0.0,1.4830767984612698,0.0
2026-01-01 05:00:00+00:00,0.0009290669607462234,134.33155683472106,0.0,132.80694918735387,0.0,0.0,0.0,0.0,0.0,4.610564910964322
2026-01-01 06:00:00+00:00,0.0006209960485789667,112.85034619962367,0.0,112.30213819377403,0.0,0.0,0.0,0.0,0.0,3.8218946105537213
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00+00:00,0.0005126474975189386,72.2202415079755,0.0,76.71003138347598,0.0,0.0,0.0,0.0,0.0,2.5192144610509946
2026-01-01 09:00:00+00:00,0.0008000299331749118,35.72775686820957,0.0,37.081711437127304,0.0,0.0,0.0,0.0,0.0,1.1897316647299592
2026-01-01 10:00:00+00:00,8.018659685439437e-05,2.954481329299919,0.0,2.9478884049299774,0.0,0.0,0.0,0.0,0.0,0.09755007917324976
2026-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 19:00:00+00:00,0.0,62.6804943397128,0.0,132.7464560217636,0.0,0.0,0.0,0.0,0.0,1.2480496385236064
2026-01-01 20:00:00+00:00,0.0030513942323684875,465.96035469280395,0.0,725.8971077979518,0.0,0.0,0.0,0.0,0.0,12.76448611501188
2026-01-01 21:00:00+00:00,0.00462198176915873,402.05836198202064,0.0,490.1627599994157,0.0,0.0,0.0,0.0,0.0,12.924256036794482
