,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Other
2026-01-01 00:00:00+00:00,0.0,208.27533736082046,0.672277184740004,0.0,584.0179974679108,149.52769264842067,0.0,0.0,0.0,3.40669533810803,0.0
2026-01-01 01:00:00+00:00,0.0,116.48761315328511,0.36638915367607844,0.0,319.3769320430486,81.59019112941655,0.0,0.0,0.0,1.9288745205736637,0.0
2026-01-01 02:00:00+00:00,0.0,161.8041286218445,0.6315432848511897,0.0,467.04301319077194,135.7163952856846,0.0,0.0,0.0,3.2049196168476968,0.0
2026-01-01 03:00:00+00:00,0.0,156.10579914309108,0.7475212723919346,0.0,439.7898925119202,153.41557904067153,0.0,0.0,0.0,3.6662080319252883,0.0
2026-01-01 04:00:00+00:00,0.0,92.46389673808264,0.9557598792960738,0.0,605.8365654273358,193.35693883896857,0.0,0.0,0.0,4.536839116316885,0.0
2026-01-01 05:00:00+00:00,0.0,185.49825027888863,0.6864863633468253,0.0,665.535251900089,175.89364042209115,3.0608498634596155,4.381045372719974,0.0,3.8194757994048043,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00+00:00,0.0,2.84719933267739,0.014918978659984927,0.0,10.583919138309117,3.1058419706850398,0.0,0.0,0.0,0.07312057966846794,0.0
2026-01-01 09:00:00+00:00,0.0,3.6705843871735095,0.01340405836019645,0.0,9.68997749260701,3.174934252292423,0.0,0.0,0.0,0.07609980956686113,0.0
2026-01-01 10:00:00+00:00,0.00721692799588481,4.130930463020959,0.01785636149807041,0.0,15.321378782178956,17.754159607403466,0.0,0.0,0.004951026495633872,0.3135068314070327,0.0
2026-01-01 11:00:00+00:00,0.0,4.334853085643465,0.016704283366042832,0.0,12.776784401391959,3.072346848740706,0.0,0.0,0.0,0.0743113808578252,0.0
2026-01-01 12:00:00+00:00,0.0,63.42622758540262,0.2303314634599778,0.0,167.88545297484603,41.68703506397567,0.0,0.0,0.0,0.9959529123157247,0.0
2026-01-01 13:00:00+00:00,0.0,61.175703880582724,0.21674806170619995,0.0,173.8077387077257,40.6507498798877,0.0,0.0,0.0,0.9740594700976799,0.0
2026-01-01 14:00:00+00:00,0.0,56.5753682410575,0.21568056891906073,0.0,236.21240061478696,42.79976338606619,0.0,0.0,0.0,1.0217871891703083,0.0
2026-01-01 15:00:00+00:00,0.0,40.206067065383664,0.16452500914059423,0.0,252.12248093452857,35.79094514038162,0.0,0.7280789908204103,0.0,0.8629028597451959,0.0
2026-01-01 16:00:00+00:00,0.0,97.68241211193443,0.43375539705212607,0.0,597.570706956116,81.9640131924914,0.0,8.691260824289587,0.0,1.932851518116441,0.0
2026-01-01 17:00:00+00:00,0.0,0.031709210080471145,0.0001333967895100522,0.0,0.18915857084479032,0.025446345930396096,0.0,0.0029558120307846803,0.0,0.0005966643240477469,0.0
2026-01-01 18:00:00+00:00,0.0,39.55964532006799,0.17325468993010149,0.0,247.52387184893573,33.29356895506035,0.0,3.5071103837049105,0.0,0.7675488023009229,0.0
2026-01-01 19:00:00+00:00,0.0,7.787351074992464,0.002853658744223647,0.0,31.310774940607857,35.50849087440119,0.07032607397727911,0.17738444697163466,0.011935417273549846,0.5058835130318118,0.0
2026-01-01 20:00:00+00:00,0.0,58.87278167382707,0.24536753485664314,0.0,351.28969436500495,51.28246101981969,0.2118411626741667,0.40254336090632914,0.0,1.1453108829111014,0.0
2026-01-01 21:00:00+00:00,0.0,55.89881350394556,0.24498347908192136,0.0,379.4503937517394,139.20534969715592,0.0,0.0,0.03216384962655125,2.418295718450687,0.0
2026-01-01 22:00:00+00:00,0.0,2.0156738604952458,0.011688340880239225,0.0,14.088650387045446,2.2818467702972423,0.0,0.0,0.0,0.05214064128182612,0.0
2026-01-01 23:00:00+00:00,0.0,1.8313668424046008,0.009058303037340676,0.0,8.271150958465913,1.7479367151782284,0.0,0.0,0.0,0.040487180913917724,0.0
2026-01-02 00:00:00+00:00,0.0,3.197552531339805,0.014420964117916754,0.0,10.46038331533021,2.787239392944928,0.0,0.0,0.0,0.06540379626713892,0.0
2026-01-02 01:00:00+00:00,0.0,1.4763273468647917,0.006032837406810129,0.0,2.9946058875314763,1.121487598410152,0.0,0.0,0.0,0.026546329786769643,0.0
2026-01-02 02:00:00+00:00,0.0,3.6773800025824337,0.013354077441250209,0.0,5.860531756129567,2.464793796640063,0.0,0.0,0.0,0.05894036720668546,0.0
2026-01-02 03:00:00+00:00,0.0,3.690344852585682,0.012198272106245862,0.0,5.370418395063129,2.369911467382323,0.0,0.0,0.0,0.057127012862621146,0.0
2026-01-02 04:00:00+00:00,0.0,3.7933724321659494,0.014798942914190642,0.0,6.432289384925606,2.792296145428613,0.0,0.0,0.0,0.06724309456564058,0.0
2026-01-02 05:00:00+00:00,0.0,1.3292139210918554,0.005160326317244441,0.0,3.205279011311381,0.9376643431350088,0.0,0.0,0.0,0.022682398144509997,0.0
2026-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00+00:00,0.0,1.6342711686203262,0.00568892146776914,0.0,8.60908868438072,1.0394165300502325,0.0,0.23665616206215725,0.0,0.024878533418795694,0.0
2026-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00+00:00,0.0,0.1756958121422961,0.0010192197337107437,0.0,2.149061052850103,0.21811935018103581,0.0,0.10123698665332947,0.0,0.004867578439524369,0.0
2026-01-02 14:00:00+00:00,0.0,0.7014552296567191,0.004143458106643755,0.0,9.779945373758945,0.9151600123901046,0.0,0.6036757444940091,0.0,0.02062018159357803,0.0
2026-01-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00+00:00,0.0,0.8972714789462796,0.0,0.0,6.448076919419475,0.6591511710781093,0.05828172268159156,0.11220732137438535,0.0,1.1386500160302542e-05,0.0
2026-01-03 00:00:00+00:00,0.0,1.8252851404890744,0.0,0.0,14.102132000623765,1.3690009155554683,0.12134668815370876,0.23223525517798213,0.0,0.0,0.0
2026-01-03 01:00:00+00:00,0.0,0.2732355686878966,0.0,0.0,2.2259528753555857,0.21907287168065892,0.019354758079138952,0.037383926196719944,0.0,0.0,0.0
2026-01-03 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 12:00:00+00:00,0.0,0.5125799669680181,0.0016143330771856623,0.0,19.07857951166685,1.8235815949153886,0.0,1.1199014646456895,0.0,0.038743128726872536,0.0
2026-01-03 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 23:00:00+00:00,0.0,0.005093658023687043,0.0,0.0,0.017681362142709083,0.0017358718489774796,0.00016641506950323482,0.0003226929151231592,0.0,0.0,0.0
2026-01-04 00:00:00+00:00,0.0,2.245462504106243,0.0,0.0,8.299772541092922,0.800751288009445,0.07828021038830643,0.1507334564030838,0.0,0.0,0.0
2026-01-04 01:00:00+00:00,0.0,2.4926946692000405,0.0,0.0,8.257380202100615,0.8190230075953737,0.07920957199330164,0.15169254911066984,0.0,0.0,0.0
2026-01-04 02:00:00+00:00,0.0,0.005605429469848089,0.0,0.0,0.017213297708472016,0.001704092835648499,0.00016784804922677452,0.0003093319368046208,0.0,0.0,0.0
2026-01-04 03:00:00+00:00,0.0,0.017844667249426138,0.0,0.0,0.05057330107360557,0.005229733039511884,0.0004973950320276916,0.0008549036054287244,0.0,0.0,0.0
2026-01-04 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00+00:00,0.0,0.012315526706114107,0.0,0.0,0.033323615873412364,0.003403443347070408,0.0003274844380403695,0.0006299296353627458,0.0,0.0,0.0
2026-01-04 06:00:00+00:00,0.0,0.016483754689536098,0.0,0.0,0.051976488225878484,0.005139533041750248,0.0004795098838485388,0.0009207141589866278,0.0,0.0,0.0
2026-01-04 07:00:00+00:00,0.0,11.552977905004486,0.0,0.0,47.94803097049184,4.534808316347267,0.4212483670557123,0.8179204598673926,0.0,1.398123330257909e-05,0.0
2026-01-04 08:00:00+00:00,0.0,64.56488600547462,0.0,0.0,261.475562407714,24.29490143124625,2.258620186628089,4.381029968937015,0.0,0.0,0.0
2026-01-04 09:00:00+00:00,0.0,3.2566186306555798,8.041162397455235e-05,0.0,12.856142708105802,1.2171561313303425,0.1081870224626676,0.23482878120241626,0.0,0.0019863146192146946,0.0
2026-01-04 10:00:00+00:00,0.0,101.03278930784617,0.0,0.0,365.0632255381252,34.97806520945143,3.1843604427265326,6.166473969929165,0.0,8.553192149163467e-05,0.0
