,ES_PT,PT_ES,PT_ES_net_export,Net Export
2026-01-01 00:00:00+00:00,21.025,68.5,47.475,47.475
2026-01-01 01:00:00+00:00,0.0,205.75,205.75,205.75
2026-01-01 02:00:00+00:00,351.6,0.0,-351.6,-351.6
2026-01-01 03:00:00+00:00,703.275,0.0,-703.275,-703.275
2026-01-01 04:00:00+00:00,944.6,0.0,-944.6,-944.6
2026-01-01 05:00:00+00:00,736.8,0.0,-736.8,-736.8
2026-01-01 06:00:00+00:00,178.925,0.0,-178.925,-178.925
2026-01-01 07:00:00+00:00,530.775,0.0,-530.775,-530.775
2026-01-01 08:00:00+00:00,888.9,0.0,-888.9,-888.9
2026-01-01 09:00:00+00:00,1347.775,0.0,-1347.775,-1347.775
2026-01-01 10:00:00+00:00,1704.7,0.0,-1704.7,-1704.7
2026-01-01 11:00:00+00:00,1905.85,0.0,-1905.85,-1905.85
2026-01-01 12:00:00+00:00,1881.9,0.0,-1881.9,-1881.9
2026-01-01 13:00:00+00:00,1508.05,0.0,-1508.05,-1508.05
2026-01-01 14:00:00+00:00,1556.175,0.0,-1556.175,-1556.175
2026-01-01 15:00:00+00:00,453.05,151.7,-301.35,-301.35
2026-01-01 16:00:00+00:00,0.0,1099.2,1099.2,1099.2
2026-01-01 17:00:00+00:00,0.0,2134.7,2134.7,2134.7
2026-01-01 18:00:00+00:00,0.0,2319.575,2319.575,2319.575
2026-01-01 19:00:00+00:00,0.0,2477.5,2477.5,2477.5
2026-01-01 20:00:00+00:00,0.0,2394.825,2394.825,2394.825
2026-01-01 21:00:00+00:00,0.0,2311.0499999999997,2311.0499999999997,2311.0499999999997
2026-01-01 22:00:00+00:00,0.0,1575.875,1575.875,1575.875
2026-01-01 23:00:00+00:00,262.70000000000005,110.95,-151.75000000000006,-151.75000000000006
2026-01-02 00:00:00+00:00,944.675,0.0,-944.675,-944.675
2026-01-02 01:00:00+00:00,710.225,0.0,-710.225,-710.225
2026-01-02 02:00:00+00:00,361.975,0.0,-361.975,-361.975
2026-01-02 03:00:00+00:00,300.175,0.0,-300.175,-300.175
2026-01-02 04:00:00+00:00,207.175,0.0,-207.175,-207.175
2026-01-02 05:00:00+00:00,79.825,27.85,-51.975,-51.975
2026-01-02 06:00:00+00:00,0.0,1328.2,1328.2,1328.2
2026-01-02 07:00:00+00:00,0.0,2114.45,2114.45,2114.45
2026-01-02 08:00:00+00:00,0.0,2013.9250000000002,2013.9250000000002,2013.9250000000002
2026-01-02 09:00:00+00:00,0.0,1327.45,1327.45,1327.45
2026-01-02 10:00:00+00:00,0.0,473.47499999999997,473.47499999999997,473.47499999999997
2026-01-02 11:00:00+00:00,23.775000000000002,197.925,174.15,174.15
2026-01-02 12:00:00+00:00,191.6,0.0,-191.6,-191.6
2026-01-02 13:00:00+00:00,313.875,0.0,-313.875,-313.875
2026-01-02 14:00:00+00:00,44.15,148.95,104.79999999999998,104.79999999999998
2026-01-02 15:00:00+00:00,0.0,1138.275,1138.275,1138.275
2026-01-02 16:00:00+00:00,0.0,2126.775,2126.775,2126.775
2026-01-02 17:00:00+00:00,0.0,2500.0,2500.0,2500.0
2026-01-02 18:00:00+00:00,0.0,1998.775,1998.775,1998.775
2026-01-02 19:00:00+00:00,0.0,1518.8999999999999,1518.8999999999999,1518.8999999999999
2026-01-02 20:00:00+00:00,0.0,1667.225,1667.225,1667.225
2026-01-02 21:00:00+00:00,0.0,1406.1,1406.1,1406.1
2026-01-02 22:00:00+00:00,0.0,943.575,943.575,943.575
2026-01-02 23:00:00+00:00,0.0,774.275,774.275,774.275
2026-01-03 00:00:00+00:00,0.0,1012.4749999999999,1012.4749999999999,1012.4749999999999
2026-01-03 01:00:00+00:00,0.0,1054.075,1054.075,1054.075
2026-01-03 02:00:00+00:00,0.0,1104.75,1104.75,1104.75
2026-01-03 03:00:00+00:00,0.0,1276.05,1276.05,1276.05
2026-01-03 04:00:00+00:00,0.0,1518.425,1518.425,1518.425
2026-01-03 05:00:00+00:00,0.0,1434.5,1434.5,1434.5
2026-01-03 06:00:00+00:00,0.0,1609.25,1609.25,1609.25
2026-01-03 07:00:00+00:00,0.0,1962.025,1962.025,1962.025
2026-01-03 08:00:00+00:00,0.0,2440.375,2440.375,2440.375
2026-01-03 09:00:00+00:00,0.0,2013.425,2013.425,2013.425
2026-01-03 10:00:00+00:00,0.0,1132.0,1132.0,1132.0
2026-01-03 11:00:00+00:00,0.0,502.04999999999995,502.04999999999995,502.04999999999995
2026-01-03 12:00:00+00:00,0.0,284.92499999999995,284.92499999999995,284.92499999999995
2026-01-03 13:00:00+00:00,0.0,500.55,500.55,500.55
2026-01-03 14:00:00+00:00,0.0,832.7750000000001,832.7750000000001,832.7750000000001
2026-01-03 15:00:00+00:00,0.0,2001.325,2001.325,2001.325
2026-01-03 16:00:00+00:00,0.0,2442.15,2442.15,2442.15
2026-01-03 17:00:00+00:00,0.0,2051.375,2051.375,2051.375
2026-01-03 18:00:00+00:00,0.0,1400.325,1400.325,1400.325
2026-01-03 19:00:00+00:00,0.0,414.35,414.35,414.35
2026-01-03 20:00:00+00:00,167.39999999999998,44.725,-122.67499999999998,-122.67499999999998
2026-01-03 21:00:00+00:00,148.9,80.72500000000001,-68.175,-68.175
2026-01-03 22:00:00+00:00,579.3499999999999,0.0,-579.3499999999999,-579.3499999999999
2026-01-03 23:00:00+00:00,18.675,359.05,340.375,340.375
2026-01-04 00:00:00+00:00,771.175,0.0,-771.175,-771.175
2026-01-04 01:00:00+00:00,1906.2,0.0,-1906.2,-1906.2
2026-01-04 02:00:00+00:00,1687.05,0.0,-1687.05,-1687.05
2026-01-04 03:00:00+00:00,1615.575,0.0,-1615.575,-1615.575
2026-01-04 04:00:00+00:00,1749.075,0.0,-1749.075,-1749.075
2026-01-04 05:00:00+00:00,1532.525,0.0,-1532.525,-1532.525
2026-01-04 06:00:00+00:00,1499.65,0.0,-1499.65,-1499.65
2026-01-04 07:00:00+00:00,1593.475,0.0,-1593.475,-1593.475
2026-01-04 08:00:00+00:00,1698.775,0.0,-1698.775,-1698.775
2026-01-04 09:00:00+00:00,1815.925,0.0,-1815.925,-1815.925
2026-01-04 10:00:00+00:00,1933.65,0.0,-1933.65,-1933.65
2026-01-04 11:00:00+00:00,2337.4,0.0,-2337.4,-2337.4
2026-01-04 12:00:00+00:00,2429.45,0.0,-2429.45,-2429.45
2026-01-04 13:00:00+00:00,2180.4,0.0,-2180.4,-2180.4
2026-01-04 14:00:00+00:00,2250.0,0.0,-2250.0,-2250.0
2026-01-04 15:00:00+00:00,1912.525,0.0,-1912.525,-1912.525
2026-01-04 16:00:00+00:00,1649.975,0.0,-1649.975,-1649.975
2026-01-04 17:00:00+00:00,346.55,0.0,-346.55,-346.55
2026-01-04 18:00:00+00:00,436.325,0.0,-436.325,-436.325
2026-01-04 19:00:00+00:00,0.0,136.0,136.0,136.0
2026-01-04 20:00:00+00:00,0.0,528.15,528.15,528.15
2026-01-04 21:00:00+00:00,81.925,401.65,319.72499999999997,319.72499999999997
2026-01-04 22:00:00+00:00,440.275,59.775,-380.5,-380.5
2026-01-04 23:00:00+00:00,1043.6,0.0,-1043.6,-1043.6
2026-01-05 00:00:00+00:00,1272.075,0.0,-1272.075,-1272.075
2026-01-05 01:00:00+00:00,1359.725,0.0,-1359.725,-1359.725
2026-01-05 02:00:00+00:00,1503.575,0.0,-1503.575,-1503.575
2026-01-05 03:00:00+00:00,1282.0,0.0,-1282.0,-1282.0
2026-01-05 04:00:00+00:00,579.275,0.0,-579.275,-579.275
2026-01-05 05:00:00+00:00,96.375,170.575,74.19999999999999,74.19999999999999
2026-01-05 06:00:00+00:00,0.0,908.0,908.0,908.0
2026-01-05 07:00:00+00:00,0.0,1363.35,1363.35,1363.35
2026-01-05 08:00:00+00:00,0.0,1312.025,1312.025,1312.025
2026-01-05 09:00:00+00:00,0.0,938.225,938.225,938.225
2026-01-05 10:00:00+00:00,66.02499999999999,161.15,95.12500000000001,95.12500000000001
2026-01-05 11:00:00+00:00,257.35,0.0,-257.35,-257.35
2026-01-05 12:00:00+00:00,312.725,0.0,-312.725,-312.725
2026-01-05 13:00:00+00:00,423.7,0.0,-423.7,-423.7
2026-01-05 14:00:00+00:00,875.65,0.0,-875.65,-875.65
2026-01-05 15:00:00+00:00,627.625,0.0,-627.625,-627.625
2026-01-05 16:00:00+00:00,110.125,281.57500000000005,171.45000000000005,171.45000000000005
2026-01-05 17:00:00+00:00,0.0,869.725,869.725,869.725
2026-01-05 18:00:00+00:00,0.0,619.025,619.025,619.025
2026-01-05 19:00:00+00:00,0.0,424.825,424.825,424.825
